ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION	14/225	37/11763	2.4231167027115e-15	2.18300786580645e-13	1.30314984394628e-13	HLA-DQA1/HLA-G/CD80/CD86/CD40/FASLG/IL12A/FAS/IL5/IFNG/IL2/IL4/IL10/TNF	14
PID_IL27_PATHWAY	PID_IL27_PATHWAY	12/225	26/11763	1.36485765272653e-14	1.12714494487666e-12	6.72850877923078e-13	IL27/STAT1/STAT3/IL17A/IL12A/IFNG/IL18/TGFB1/IL2/IL1B/IL6/TNF	12
PID_IL12_2PATHWAY	PID_IL12_2PATHWAY	16/225	63/11763	3.11192881912957e-14	2.37224727673647e-12	1.41611659623548e-12	CCL4/STAT1/STAT3/FASLG/NFKB2/CCL3/IL12A/IL2RB/NFKB1/IL2RA/IL1R1/IFNG/IL18/IL2/IL4/IL1B	16
PID_IL23_PATHWAY	PID_IL23_PATHWAY	13/225	37/11763	7.70477199123979e-14	5.45387788808474e-12	3.25570064592238e-12	CXCL9/STAT1/STAT3/SOCS3/IL17A/CCL2/NFKB1/IFNG/IL18/IL2/IL1B/IL6/TNF	13
PID_AP1_PATHWAY	PID_AP1_PATHWAY	16/225	70/11763	1.87138233259738e-13	1.236359927736e-11	7.38046926961211e-12	TIMP1/EDN1/AGT/CSF2/COL1A2/CCL2/IL5/NR3C1/IFNG/TGFB1/MMP9/MMP1/IL2/IL4/IL10/IL6	16
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE	13/225	41/11763	3.56183463588212e-13	2.20611132759949e-11	1.3169414903722e-11	HLA-DQA1/HLA-G/KIR3DL2/CD80/CD86/FASLG/FAS/IFNG/IL2/IL1A/IL1B/IL6/TNF	13
BIOCARTA_NKT_PATHWAY	BIOCARTA_NKT_PATHWAY	11/225	26/11763	5.89964987693575e-13	3.43914884002549e-11	2.05300509649405e-11	CXCR3/CCL4/CSF2/IFNGR2/CCL3/IL5/IFNG/IL4R/TGFB1/IL2/IL4	11
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS	13/225	43/11763	7.14827703232466e-13	3.93552363279652e-11	2.34931677904471e-11	HLA-DQA1/HLA-G/CD80/CD86/FASLG/LTA/IL12A/FAS/IFNG/IL2/IL1A/IL1B/TNF	13
BIOCARTA_ERYTH_PATHWAY	BIOCARTA_ERYTH_PATHWAY	9/225	15/11763	1.3239978377268e-12	6.56040928593629e-11	3.91624623580243e-11	IL11/IL9/CSF3/CSF2/CCL3/IGF1/TGFB1/IL1A/IL6	9
BIOCARTA_STEM_PATHWAY	BIOCARTA_STEM_PATHWAY	9/225	15/11763	1.3239978377268e-12	6.56040928593629e-11	3.91624623580243e-11	IL7/IL11/IL9/CSF3/CSF2/IL5/IL2/IL4/IL6	9
PID_SHP2_PATHWAY	PID_SHP2_PATHWAY	14/225	57/11763	2.17721014006752e-12	1.0274358327652e-10	6.1332937279095e-11	ANGPT1/RAF1/SOS1/STAT1/KDR/IGF1R/IL2RB/IL2RA/IFNG/NOS3/VEGFA/IL2/IL6R/IL6	14
BIOCARTA_TH1TH2_PATHWAY	BIOCARTA_TH1TH2_PATHWAY	10/225	23/11763	4.94317156878405e-12	2.22667410212045e-10	1.32921646969217e-10	CD86/CD40/IFNGR2/IL12A/IL2RA/IFNG/IL18/IL4R/IL2/IL4	10
BIOCARTA_IL10_PATHWAY	BIOCARTA_IL10_PATHWAY	8/225	13/11763	1.87652278604533e-11	8.08536556943878e-10	4.82657119339805e-10	STAT1/STAT3/IL10RA/IL10RB/IL1A/IL10/IL6/TNF	8
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER	28/225	325/11763	2.1926368657644e-11	9.05376305821881e-10	5.40465753754206e-10	AKT3/COL4A1/FGF1/FN1/AR/WNT4/RAF1/SOS1/STAT1/STAT3/TGFBR2/VEGFC/PRKCA/IGF1R/FASLG/NFKB2/PPARG/TRAF2/FAS/NFKB1/IGF1/MMP2/TGFB1/PTGS2/VEGFA/MMP9/MMP1/IL6	28
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	26/225	301/11763	1.1368771354414e-10	4.50658096488971e-09	2.6902103162866e-09	COL4A1/FN1/MMP10/THBS1/TIMP1/TNR/VCAM1/VWF/TIMP2/PRKCA/KDR/ICAM1/COL4A3/MMP3/COL1A2/COL3A1/COL5A1/COL5A2/MMP8/SERPINH1/SERPINE1/COL1A1/MMP2/TGFB1/MMP9/MMP1	26
REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION	13/225	64/11763	1.8008190055163e-10	6.8638909017948e-09	4.09741004493991e-09	COL4A1/MMP10/COL4A3/MMP3/COL1A2/COL3A1/COL5A1/COL5A2/MMP8/COL1A1/MMP2/MMP9/MMP1	13
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE	12/225	52/11763	1.88140965834097e-10	6.90547026450335e-09	4.12223090833383e-09	HLA-DQA1/HLA-G/CD80/CD86/CD40/FASLG/TSHR/FAS/IL5/IL2/IL4/IL10	12
REACTOME_DISEASES_OF_IMMUNE_SYSTEM	REACTOME_DISEASES_OF_IMMUNE_SYSTEM	9/225	24/11763	2.97716401960033e-10	1.05370340836569e-08	6.29009841735108e-09	TLR10/TLR1/TIRAP/NFKB2/TLR3/NFKB1/TLR2/CD14/TLR4	9
PID_IL12_STAT4_PATHWAY	PID_IL12_STAT4_PATHWAY	10/225	33/11763	3.38249235119503e-10	1.15587928277044e-08	6.90003884345411e-09	IRF1/STAT3/CD80/CD86/IL2RA/IFNG/IL18/TGFB1/IL13/IL2	10
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	11/225	44/11763	4.32681417067557e-10	1.42929094771316e-08	8.53217390849007e-09	IL21/SOS1/STAT1/STAT3/IL9/CSF2/IL15/IL2RB/IL5/IL2RA/IL2	11
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	13/225	69/11763	4.86938697552638e-10	1.55663306217634e-08	9.29234458487547e-09	CR1/CD55/F2R/TFPI/THBD/C3/VWF/F3/F13B/SERPINE1/F2/MBL2/F5	13
PID_SYNDECAN_1_PATHWAY	PID_SYNDECAN_1_PATHWAY	11/225	46/11763	7.27768069362265e-10	2.25380673980626e-08	1.34541333875524e-08	COL4A1/CCL5/COL4A3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1/TGFB1/MMP9/MMP1	11
REACTOME_SYNDECAN_INTERACTIONS	REACTOME_SYNDECAN_INTERACTIONS	9/225	27/11763	1.01518130828221e-09	3.04862023184142e-08	1.81987845376268e-08	FN1/THBS1/PRKCA/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1/TGFB1	9
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	11/225	48/11763	1.19187509029278e-09	3.47396533670631e-08	2.07378885679425e-08	HLA-DQA1/CD80/CD86/CD40/IL15/IL5/TGFB1/IL2/IL4/IL10/IL6	11
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	20/225	199/11763	1.30807637354742e-09	3.70372481767284e-08	2.21094412611624e-08	AKT3/COL4A1/FN1/RAF1/SOS1/THBS1/TNR/VEGFC/VWF/PRKCA/KDR/FLT1/IGF1R/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1/IGF1/VEGFA	20
PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY	12/225	66/11763	3.54470297484903e-09	9.75777957798718e-08	5.82492126276361e-08	COL4A1/FN1/THBS1/VCAM1/COL4A3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1/VEGFA/CD14	12
BIOCARTA_IL1R_PATHWAY	BIOCARTA_IL1R_PATHWAY	9/225	31/11763	4.08545933947583e-09	1.09424059605961e-07	6.5320857717935e-08	IRAK1/NFKB1/IL1R1/TGFB1/IL1A/IL1RN/IL1B/IL6/TNF	9
PID_REG_GR_PATHWAY	PID_REG_GR_PATHWAY	13/225	82/11763	4.51285840757138e-09	1.1769059689219e-07	7.02555796414159e-08	IRF1/STAT1/ICAM1/CSF2/NFKB1/IL5/NR3C1/IFNG/MMP1/IL13/IL2/IL4/IL6	13
BIOCARTA_ASBCELL_PATHWAY	BIOCARTA_ASBCELL_PATHWAY	7/225	15/11763	4.82220957349433e-09	1.19470242183322e-07	7.13179415869425e-08	CD80/CD40/FASLG/FAS/IL2/IL4/IL10	7
SA_MMP_CYTOKINE_CONNECTION	SA_MMP_CYTOKINE_CONNECTION	7/225	15/11763	4.82220957349433e-09	1.19470242183322e-07	7.13179415869425e-08	TGFB1/ACE/TNFRSF1A/TNFRSF1B/IL6R/IL1B/TNF	7
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	13/225	85/11763	7.10476718699928e-09	1.71727421519909e-07	1.02512943750798e-07	COL4A1/FN1/THBS1/VCAM1/VWF/KDR/ICAM1/COL4A3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1	13
PID_NFAT_TFPATHWAY	PID_NFAT_TFPATHWAY	10/225	45/11763	9.53672655055498e-09	2.25021333609524e-07	1.34326825098043e-07	CSF2/FASLG/PPARG/IL5/IL2RA/IFNG/PTGS2/IL2/IL4/TNF	10
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	16/225	140/11763	9.86817192391367e-09	2.27426938990662e-07	1.35762854865104e-07	COL4A1/FN1/MMP10/TIMP1/TIMP2/COL4A3/MMP3/COL1A2/COL3A1/COL5A1/COL5A2/MMP8/COL1A1/MMP2/MMP9/MMP1	16
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	11/225	59/11763	1.22720542640672e-08	2.76400131265695e-07	1.64997475990568e-07	COL4A1/FN1/THBS1/PRKCA/COL4A3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1/TGFB1	11
PID_AVB3_INTEGRIN_PATHWAY	PID_AVB3_INTEGRIN_PATHWAY	12/225	74/11763	1.38087555078513e-08	3.03880107909408e-07	1.81401689569374e-07	COL4A1/FN1/TGFBR2/KDR/COL4A3/IGF1R/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1/VEGFA	12
BIOCARTA_DC_PATHWAY	BIOCARTA_DC_PATHWAY	7/225	17/11763	1.41054338686506e-08	3.03880107909408e-07	1.81401689569374e-07	CD40/CSF2/IL5/IFNG/IL13/IL4/IL10	7
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY	18/225	189/11763	2.11752186253741e-08	4.46481737398846e-07	2.66527947759468e-07	AKT3/ADCY5/CXCR3/CXCL9/RAF1/CCL16/CCL17/CXCL6/CCL4/CCL5/SOS1/STAT1/STAT3/CCR2/CXCR1/CCL3/CCL2/NFKB1	18
BIOCARTA_TID_PATHWAY	BIOCARTA_TID_PATHWAY	7/225	19/11763	3.53718809885394e-08	7.30281959575886e-07	4.35942919200858e-07	HSPA1A/IFNGR2/NFKB1/IFNG/TNFRSF1A/TNFRSF1B/TNF	7
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY	21/225	267/11763	4.03991384658834e-08	8.17051963667151e-07	4.87740404249763e-07	AKT3/FGF1/RAF1/SOS1/TGFBR2/PRKCA/HSPA1A/FASLG/NFKB2/TRAF2/HSPA1L/FAS/NFKB1/IL1R1/TGFB1/IL1R2/CD14/TNFRSF1A/IL1A/IL1B/TNF	21
BIOCARTA_BIOPEPTIDES_PATHWAY	BIOCARTA_BIOPEPTIDES_PATHWAY	8/225	29/11763	4.80484427066285e-08	9.52320134445376e-07	5.68488943181583e-07	AGTR2/RAF1/SOS1/STAT1/STAT3/PRKCA/AGT/F2	8
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	11/225	67/11763	4.9265778564524e-08	9.57301697204771e-07	5.71462694597781e-07	AKT3/LEPR/PPARA/STAT3/SOCS3/LEP/TRAF2/NFKB1/TNFRSF1A/TNFRSF1B/TNF	11
KEGG_ASTHMA	KEGG_ASTHMA	8/225	30/11763	6.44485979860004e-08	1.20506718120993e-06	7.19366674640163e-07	HLA-DQA1/CD40/IL9/IL5/IL13/IL4/IL10/TNF	8
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	8/225	30/11763	6.44485979860004e-08	1.20506718120993e-06	7.19366674640163e-07	NR5A2/AR/PPARA/NR3C2/PPARG/NR3C1/VDR/PGR	8
BIOCARTA_ACE2_PATHWAY	BIOCARTA_ACE2_PATHWAY	6/225	13/11763	7.03032556030882e-08	1.29019493153075e-06	7.70183813819406e-07	COL4A1/AGTR2/REN/AGT/COL4A3/ACE	6
PID_IL2_1PATHWAY	PID_IL2_1PATHWAY	10/225	55/11763	7.39712217525399e-08	1.33282692285031e-06	7.95633045453156e-07	RAF1/SOS1/STAT1/STAT3/SOCS2/SOCS3/IL2RB/IL2RA/IFNG/IL2	10
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	28/225	468/11763	7.95125715688249e-08	1.40708854329831e-06	8.39963631986459e-07	WASF3/AKT3/COL4A1/FGF1/FN1/IGF2/SOS1/STAT1/STAT3/THBS1/VEGFC/PRKCA/KDR/COL4A3/FLT1/IGF1R/APOE/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1/IGF1/NOS3/TLR9/VEGFA/MMP9/PGR	28
PID_INTEGRIN3_PATHWAY	PID_INTEGRIN3_PATHWAY	9/225	43/11763	9.36036329817706e-08	1.62738947868306e-06	9.71472608231858e-07	COL4A1/FN1/TGFBR2/THBS1/KDR/COL4A3/COL1A2/COL1A1/VEGFA	9
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	8/225	33/11763	1.4550338851272e-07	2.48610100027768e-06	1.48408174853264e-06	MMP10/TIMP1/TIMP2/MMP3/MMP8/MMP2/MMP9/MMP1	8
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING	27/225	454/11763	1.56295475986536e-07	2.62523418140097e-06	1.56713751122985e-06	CD55/AGTR2/F2R/CXCR3/CXCL9/WNT4/PTGDR/CCL16/CXCL6/CCL5/C3/CCR2/RLN2/OXT/CXCR1/EDN1/AGT/FSHR/TSHR/PTGFR/CRH/CRHBP/PTGER2/PTGER3/CRHR2/ADRB2/F2	27
BIOCARTA_KERATINOCYTE_PATHWAY	BIOCARTA_KERATINOCYTE_PATHWAY	9/225	46/11763	1.73977231531678e-07	2.87352394079821e-06	1.7153544582597e-06	RAF1/PRKCA/FASLG/TRAF2/FAS/NFKB1/TNFRSF1A/TNFRSF1B/TNF	9
PID_IL1_PATHWAY	PID_IL1_PATHWAY	8/225	34/11763	1.87162360509732e-07	3.01748807546516e-06	1.80129406597421e-06	CASP1/IRAK1/NFKB1/IL1R1/IL1R2/IL1A/IL1RN/IL1B	8
REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS	11/225	76/11763	1.88783310473098e-07	3.01748807546516e-06	1.80129406597421e-06	COL4A1/FN1/TNR/COL4A3/COL1A2/COL3A1/COL5A1/COL5A2/SERPINE1/COL1A1/TGFB1	11
PID_IL6_7_PATHWAY	PID_IL6_7_PATHWAY	9/225	47/11763	2.11636845882758e-07	3.32908117888592e-06	1.98730003986817e-06	IRF1/SOS1/STAT1/STAT3/TIMP1/SOCS3/CRP/IL6R/IL6	9
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	22/225	321/11763	2.17251804748347e-07	3.36400841415018e-06	2.00814990573307e-06	AGTR2/F2R/CXCR3/CXCL9/PTGDR/CCL16/CXCL6/CCL5/C3/CCR2/RLN2/OXT/CXCR1/EDN1/AGT/FSHR/TSHR/PTGFR/PTGER2/PTGER3/ADRB2/F2	22
PID_TOLL_ENDOGENOUS_PATHWAY	PID_TOLL_ENDOGENOUS_PATHWAY	7/225	24/11763	2.23929401451758e-07	3.41406210521064e-06	2.0380295322411e-06	TLR1/IRAK1/TIRAP/TLR3/TLR2/CD14/TLR4	7
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	14/225	137/11763	3.46624462208524e-07	5.20461881891889e-06	3.10690506796157e-06	MICA/HLA-G/IFNAR1/KIR3DL2/RAF1/SOS1/PRKCA/ICAM1/CSF2/IFNGR2/FASLG/FAS/IFNG/TNF	14
PID_FRA_PATHWAY	PID_FRA_PATHWAY	8/225	37/11763	3.78788666147921e-07	5.60268012168044e-06	3.34452836410261e-06	THBD/COL1A2/CCL2/MMP2/NOS3/MMP9/MMP1/IL6	8
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	14/225	139/11763	4.14718156321023e-07	6.04390724873726e-06	3.60791956427887e-06	STAT3/CASP1/IRAK1/NFKB2/NFKB1/IL1R1/IL18/NOD2/IL1R2/IL13/IL1A/IL4/IL1RN/IL1B	14
BIOCARTA_LAIR_PATHWAY	BIOCARTA_LAIR_PATHWAY	6/225	17/11763	4.7549156322984e-07	6.82916143711264e-06	4.07667823852281e-06	C3/VCAM1/ICAM1/IL1A/IL6/TNF	6
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	19/225	260/11763	5.74824994506821e-07	8.13787956508942e-06	4.85791950244862e-06	F2R/FN1/APOA1/IGF2/RAF1/SOS1/THBS1/TIMP1/VEGFC/VWF/PRKCA/COL1A2/SERPINE1/COL1A1/IGF1/TGFB1/VEGFA/F2/F5	19
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	8/225	39/11763	5.84052202657455e-07	8.15205257512025e-06	4.86638010220148e-06	F2R/TFPI/THBD/VWF/F3/F13B/F2/F5	8
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	13/225	124/11763	6.83391300044827e-07	9.40612192145032e-06	5.61499869335077e-06	FN1/APOA1/IGF2/TIMP1/C3/IGFBP3/APOE/IGF1/MMP2/MMP1/F2/F5/IL6	13
PID_ANTHRAX_PATHWAY	PID_ANTHRAX_PATHWAY	6/225	18/11763	7.01883437618845e-07	9.52830803671611e-06	5.68793787947788e-06	VCAM1/CASP1/IL18/PGR/IL1B/TNF	6
PID_TCR_CALCIUM_PATHWAY	PID_TCR_CALCIUM_PATHWAY	7/225	28/11763	7.17720585234193e-07	9.61163648604169e-06	5.73768092320934e-06	CSF2/FASLG/IL2RA/IFNG/PTGS2/IL2/IL4	7
KEGG_APOPTOSIS	KEGG_APOPTOSIS	11/225	87/11763	7.6760960264161e-07	1.01426815495711e-05	6.05468907627488e-06	AKT3/IRAK1/FASLG/TRAF2/FAS/NFKB1/IL1R1/TNFRSF1A/IL1A/IL1B/TNF	11
BIOCARTA_TOB1_PATHWAY	BIOCARTA_TOB1_PATHWAY	6/225	19/11763	1.0095041560636e-06	1.292520945508e-05	7.71572331377658e-06	TGFBR2/IL2RA/IFNG/TGFB1/IL2/IL4	6
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	6/225	19/11763	1.0095041560636e-06	1.292520945508e-05	7.71572331377658e-06	COL4A1/APOA1/APOE/COL1A2/COL3A1/COL1A1	6
REACTOME_INTERLEUKIN_6_SIGNALING	REACTOME_INTERLEUKIN_6_SIGNALING	5/225	11/11763	1.03036483042515e-06	1.292520945508e-05	7.71572331377658e-06	STAT1/STAT3/SOCS3/IL6R/IL6	5
REACTOME_IRAK4_DEFICIENCY_TLR2_4	REACTOME_IRAK4_DEFICIENCY_TLR2_4	5/225	11/11763	1.03036483042515e-06	1.292520945508e-05	7.71572331377658e-06	TLR1/TIRAP/TLR2/CD14/TLR4	5
PID_IL2_STAT5_PATHWAY	PID_IL2_STAT5_PATHWAY	7/225	30/11763	1.19446966817295e-06	1.47964930144925e-05	8.83278886201579e-06	SOS1/FASLG/LTA/IL2RB/IL2RA/IL2/IL4	7
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	14/225	153/11763	1.33754975647113e-06	1.63643433168257e-05	9.7687194689639e-06	IRF3/TLR10/TLR1/SFTPD/IRAK1/TIRAP/NFKB2/TLR3/NFKB1/NOD2/TLR9/TLR2/CD14/TLR4	14
REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF	9/225	58/11763	1.37783194285407e-06	1.66516031142486e-05	9.94019963907556e-06	COL4A1/SOS1/STAT1/STAT3/THBS1/COL4A3/COL3A1/COL5A1/COL5A2	9
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	13/225	132/11763	1.40219488660363e-06	1.67418690677614e-05	9.99408403641396e-06	FN1/APOA1/IGF2/THBS1/TIMP1/VEGFC/VWF/PRKCA/SERPINE1/IGF1/TGFB1/VEGFA/F5	13
REACTOME_INTERFERON_GAMMA_SIGNALING	REACTOME_INTERFERON_GAMMA_SIGNALING	11/225	93/11763	1.51107931660782e-06	1.78271381280755e-05	1.06419370417743e-05	HLA-DQA1/HLA-G/IRF1/IRF3/IRF5/STAT1/VCAM1/SOCS3/ICAM1/IFNGR2/IFNG	11
