ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BIOCARTA_FIBRINOLYSIS_PATHWAY	BIOCARTA_FIBRINOLYSIS_PATHWAY	2/36	12/11763	0.000589581448003034	0.0091797761635502	0.00595392180729997	F2/SERPINE1	2
REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS	3/36	55/11763	0.000619153857583709	0.0091797761635502	0.00595392180729997	NDUFA12/NDUFA10/NDUFC2	3
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION	4/36	131/11763	0.000656570938862805	0.0091797761635502	0.00595392180729997	NDUFA10/NDUFC2/COX10/COX5A	4
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	4/36	132/11763	0.000675619272788005	0.0091797761635502	0.00595392180729997	F5/PRKCA/IGF2/SERPINE1	4
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	4/36	133/11763	0.000695056965379234	0.0091797761635502	0.00595392180729997	CTLA4/HLA-DQB1/HLA-DRB1/HLA-DRB3	4
BIOCARTA_EXTRINSIC_PATHWAY	BIOCARTA_EXTRINSIC_PATHWAY	2/36	13/11763	0.000695437588147743	0.0091797761635502	0.00595392180729997	F5/F2	2
BIOCARTA_IL5_PATHWAY	BIOCARTA_IL5_PATHWAY	2/36	13/11763	0.000695437588147743	0.0091797761635502	0.00595392180729997	HLA-DRB1/HLA-DRB3	2
BIOCARTA_BLYMPHOCYTE_PATHWAY	BIOCARTA_BLYMPHOCYTE_PATHWAY	2/36	14/11763	0.000809783240581506	0.00943159303736106	0.00611724800934636	HLA-DRB1/HLA-DRB3	2
BIOCARTA_MHC_PATHWAY	BIOCARTA_MHC_PATHWAY	2/36	14/11763	0.000809783240581506	0.00943159303736106	0.00611724800934636	HLA-DRB1/HLA-DRB3	2
BIOCARTA_PLATELETAPP_PATHWAY	BIOCARTA_PLATELETAPP_PATHWAY	2/36	14/11763	0.000809783240581506	0.00943159303736106	0.00611724800934636	F2/SERPINE1	2
BIOCARTA_TCRA_PATHWAY	BIOCARTA_TCRA_PATHWAY	2/36	14/11763	0.000809783240581506	0.00943159303736106	0.00611724800934636	HLA-DRB1/HLA-DRB3	2
BIOCARTA_ASBCELL_PATHWAY	BIOCARTA_ASBCELL_PATHWAY	2/36	15/11763	0.000932568357846223	0.0105513448487744	0.00684350915231514	HLA-DRB1/HLA-DRB3	2
BIOCARTA_SPPA_PATHWAY	BIOCARTA_SPPA_PATHWAY	2/36	16/11763	0.0010637431046395	0.0117011741510345	0.00758927829041046	F2/PRKCA	2
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	3/36	70/11763	0.00125186938283533	0.0130457967263892	0.00846138862636622	HLA-DQB1/HLA-DRB1/HLA-DRB3	3
REACTOME_CIRCADIAN_CLOCK	REACTOME_CIRCADIAN_CLOCK	3/36	70/11763	0.00125186938283533	0.0130457967263892	0.00846138862636622	RORA/CRY2/SERPINE1	3
BIOCARTA_CARDIACEGF_PATHWAY	BIOCARTA_CARDIACEGF_PATHWAY	2/36	18/11763	0.00135106320174574	0.0134464151114127	0.00872122617539795	AGT/PRKCA	2
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	3/36	72/11763	0.00135822374862755	0.0134464151114127	0.00872122617539795	HLA-DQB1/HLA-DRB1/HLA-DRB3	3
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	3/36	73/11763	0.00141346799637084	0.0136520323551916	0.00885458770512158	CTLA4/HLA-DRB1/HLA-DRB3	3
BIOCARTA_PAR1_PATHWAY	BIOCARTA_PAR1_PATHWAY	2/36	19/11763	0.001507109935289	0.014209893675582	0.00921641163434877	F2/PRKCA	2
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE	4/36	165/11763	0.00154964224900723	0.0142711239676015	0.00925612506138959	NDUFA10/NDUFC2/TNFRSF1A/COX5A	4
REACTOME_REGULATION_OF_INSULIN_SECRETION	REACTOME_REGULATION_OF_INSULIN_SECRETION	3/36	78/11763	0.00171088765669338	0.0153979889102404	0.00998699971849722	PRKCA/ABCC8/KCNJ11	3
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	4/36	173/11763	0.00184365844470026	0.0162241943133623	0.0105228692516225	NDUFA12/NDUFA10/NDUFC2/COX5A	4
BIOCARTA_CSK_PATHWAY	BIOCARTA_CSK_PATHWAY	2/36	22/11763	0.00202420956594572	0.0171812286312033	0.0111435932642573	HLA-DRB1/HLA-DRB3	2
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE	4/36	180/11763	0.00213100090558095	0.0171812286312033	0.0111435932642573	PPARG/NDUFA10/NDUFC2/COX5A	4
BIOCARTA_INTRINSIC_PATHWAY	BIOCARTA_INTRINSIC_PATHWAY	2/36	23/11763	0.00221273399038225	0.0171812286312033	0.0111435932642573	F5/F2	2
BIOCARTA_TH1TH2_PATHWAY	BIOCARTA_TH1TH2_PATHWAY	2/36	23/11763	0.00221273399038225	0.0171812286312033	0.0111435932642573	HLA-DRB1/HLA-DRB3	2
PID_NFKAPPAB_CANONICAL_PATHWAY	PID_NFKAPPAB_CANONICAL_PATHWAY	2/36	23/11763	0.00221273399038225	0.0171812286312033	0.0111435932642573	PRKCA/TNFRSF1A	2
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	2/36	23/11763	0.00221273399038225	0.0171812286312033	0.0111435932642573	HLA-DRB1/HLA-DRB3	2
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	3/36	88/11763	0.00241673529889688	0.0182908416366636	0.0118632784671609	HLA-DQB1/HLA-DRB1/HLA-DRB3	3
REACTOME_SUMOYLATION	REACTOME_SUMOYLATION	4/36	187/11763	0.00244801668369488	0.0182908416366636	0.0118632784671609	PPARG/THRB/RORA/NR1H3	4
PID_VEGFR1_PATHWAY	PID_VEGFR1_PATHWAY	2/36	26/11763	0.00282610658172638	0.0203479673884299	0.0131975120754304	NOS3/PRKCA	2
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	2/36	26/11763	0.00282610658172638	0.0203479673884299	0.0131975120754304	HLA-DRB1/HLA-DRB3	2
BIOCARTA_AT1R_PATHWAY	BIOCARTA_AT1R_PATHWAY	2/36	27/11763	0.00304633803131719	0.0207991355241657	0.0134901357466678	AGT/PRKCA	2
BIOCARTA_VEGF_PATHWAY	BIOCARTA_VEGF_PATHWAY	2/36	27/11763	0.00304633803131719	0.0207991355241657	0.0134901357466678	NOS3/PRKCA	2
REACTOME_PD_1_SIGNALING	REACTOME_PD_1_SIGNALING	2/36	27/11763	0.00304633803131719	0.0207991355241657	0.0134901357466678	HLA-DRB1/HLA-DRB3	2
REACTOME_INTERFERON_SIGNALING	REACTOME_INTERFERON_SIGNALING	4/36	202/11763	0.00323425849317154	0.0217079044626429	0.0140795552601937	HLA-DQB1/HLA-DRB1/HLA-DRB3/CAMK2B	4
BIOCARTA_INFLAM_PATHWAY	BIOCARTA_INFLAM_PATHWAY	2/36	29/11763	0.0035101774095521	0.0231671709030439	0.0150260225952757	HLA-DRB1/HLA-DRB3	2
PID_RAS_PATHWAY	PID_RAS_PATHWAY	2/36	30/11763	0.00375369124637946	0.0243682251404306	0.0158050157742293	PRKCA/CAMK2B	2
REACTOME_GLUTAMATE_BINDING_ACTIVATION_OF_AMPA_RECEPTORS_AND_SYNAPTIC_PLASTICITY	REACTOME_GLUTAMATE_BINDING_ACTIVATION_OF_AMPA_RECEPTORS_AND_SYNAPTIC_PLASTICITY	2/36	31/11763	0.00400487212233879	0.0251734819118438	0.016327298209702	PRKCA/CAMK2B	2
REACTOME_INWARDLY_RECTIFYING_KPLUS_CHANNELS	REACTOME_INWARDLY_RECTIFYING_KPLUS_CHANNELS	2/36	31/11763	0.00400487212233879	0.0251734819118438	0.016327298209702	ABCC8/KCNJ11	2
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	4/36	217/11763	0.00417821831128882	0.0254857412199501	0.0165298268412223	F2/AGT/PRKCA/DGKB	4
PID_SYNDECAN_4_PATHWAY	PID_SYNDECAN_4_PATHWAY	2/36	32/11763	0.00426367349322224	0.0254857412199501	0.0165298268412223	F2/PRKCA	2
REACTOME_SMAD2_SMAD3:SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	REACTOME_SMAD2_SMAD3:SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	2/36	32/11763	0.00426367349322224	0.0254857412199501	0.0165298268412223	SMAD2/SERPINE1	2
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	3/36	108/11763	0.00431198146903196	0.0254857412199501	0.0165298268412223	PRKCA/ABCC8/KCNJ11	3
BIOCARTA_NUCLEARRS_PATHWAY	BIOCARTA_NUCLEARRS_PATHWAY	2/36	34/11763	0.0048039525389917	0.0279759589035399	0.0181449600543959	PPARG/NR1H3	2
REACTOME_CA_DEPENDENT_EVENTS	REACTOME_CA_DEPENDENT_EVENTS	2/36	36/11763	0.00537416000406099	0.0308430052406978	0.0200045010067259	PRKCA/CAMK2B	2
PID_FRA_PATHWAY	PID_FRA_PATHWAY	2/36	37/11763	0.00567037263847455	0.0316263037300834	0.0205125414942593	NOS3/THBD	2
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	2/36	37/11763	0.00567037263847455	0.0316263037300834	0.0205125414942593	HLA-DRB1/HLA-DRB3	2
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	3/36	124/11763	0.0063349031855442	0.0348419675204931	0.0225981926501869	F5/F2/IGF2	3
REACTOME_DAG_AND_IP3_SIGNALING	REACTOME_DAG_AND_IP3_SIGNALING	2/36	40/11763	0.0066029024245099	0.0358184843850126	0.0232315528706621	PRKCA/CAMK2B	2
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE	3/36	128/11763	0.00691533419077602	0.0370063829668554	0.0240020134075298	NDUFA10/NDUFC2/COX5A	3
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3:SMAD4_HETEROTRIMER	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3:SMAD4_HETEROTRIMER	2/36	44/11763	0.00794701639880521	0.0419602465856915	0.0272150456323996	SMAD2/SERPINE1	2
PID_NFAT_TFPATHWAY	PID_NFAT_TFPATHWAY	2/36	45/11763	0.00830073839894172	0.04325121586817	0.0280523569160911	PPARG/CTLA4	2
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	3/36	138/11763	0.0085018213858246	0.0434168879991729	0.0281598103981877	HLA-DQB1/HLA-DRB1/HLA-DRB3	3
BIOCARTA_KERATINOCYTE_PATHWAY	BIOCARTA_KERATINOCYTE_PATHWAY	2/36	46/11763	0.00866144987862289	0.0434168879991729	0.0281598103981877	PRKCA/TNFRSF1A	2
REACTOME_INTERLEUKIN_10_SIGNALING	REACTOME_INTERLEUKIN_10_SIGNALING	2/36	46/11763	0.00866144987862289	0.0434168879991729	0.0281598103981877	IL1RN/TNFRSF1A	2
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS	2/36	47/11763	0.00902910720840451	0.0446940806816023	0.0289881863006671	ABCC8/KCNJ11	2
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	2/36	49/11763	0.00978508584305534	0.0478381974549372	0.0310274326927291	F2/NOS3	2
